date,province_raw,n,province,date_full
94,Qinghai,2,30,2020-02-03
95,Qinghai,2,30,2020-02-04
96,Qinghai,1,30,2020-02-05
97,Qinghai,1,30,2020-02-06
98,Qinghai,0,30,2020-02-07
99,Qinghai,0,30,2020-02-08
100,Qinghai,0,30,2020-02-09
101,Qinghai,0,30,2020-02-10
102,Qinghai,0,30,2020-02-11
103,Qinghai,0,30,2020-02-12
104,Qinghai,0,30,2020-02-13
105,Qinghai,0,30,2020-02-14
106,Qinghai,0,30,2020-02-15
107,Qinghai,0,30,2020-02-16
108,Qinghai,0,30,2020-02-17
109,Qinghai,0,30,2020-02-18
110,Qinghai,0,30,2020-02-19
111,Qinghai,0,30,2020-02-20
112,Qinghai,0,30,2020-02-21
113,Qinghai,0,30,2020-02-22
114,Qinghai,0,30,2020-02-23
115,Qinghai,0,30,2020-02-24
116,Qinghai,0,30,2020-02-25
117,Qinghai,0,30,2020-02-26
118,Qinghai,0,30,2020-02-27
119,Qinghai,0,30,2020-02-28
120,Qinghai,0,30,2020-02-29
121,Qinghai,0,30,2020-03-01
122,Qinghai,0,30,2020-03-02
123,Qinghai,0,30,2020-03-03
